,clean_text,airline_sentiment
493,virginamerica really wish fly fargo fargoairport fares amazings,2
494,virginamerica mood lighting point reclining seat kickin feet,0
495,virginamerica flight scheduled pm departure still says time plane gate update long delay,0
496,virginamerica group got cancelled flightlation fees waived ticket booked reps help either,0
497,virginamerica sign bonuses enroll elevate,1
498,virginamerica got pm newark home la folks ewr incredible letsgohome,2
499,virginamerica morning question regarding elevate points amp flights dm,1
500,virginamerica still waiting see starryeyes dev,1
501,virginamerica wondering guys recieved dm able potentially respond asap,1
502,virginamerica flying lax sfo looking awesome movie lineup actually wish long haul,2
503,virginamerica book town fares way restr http co xrdtov nl http co byackc jenniferdawnpro,1
504,united thanks,2
505,united thanks taking care mr happy customer,2
506,united still refund word via dm please resolve issue cancelled flightled flight useless assistant trip,0
507,united delayed due lack crew delayed long line deicing still need improve service united,0
508,united thanks filled luck common,2
509,united eri ord express connections hugely popular could eri ewr hop,0
510,united even international flight glasgow u orlando newark mins,1
511,united think boarded flight au early think,0
512,united understand tough way get airport w serious risk accident steep price,1
513,united gate agent hooked alternate flights way prevent constant issues would rock,0
514,united flying gla mco weeks long airport departure international domestic ta,1
515,united thanks,2
516,united thanks ticket,2
517,united law policy,1
518,united worst nonrefundable first class tickets oh select global fc system auto selects economy w upgrade,0
519,united cheertymedad buy tix days flight transfer tix flawed security logic flawed customer service,0
520,united start claim weeks unrealistic really supposed go long car seat child ridiculous,0
521,united follow please airline beautifull,2
522,united sure united info system,1
523,united car seat lost united reimburse new one pair shoes necessity child,0
524,united submitted response link sent,1
525,united yes david allan send email number kmm v l km case,1
526,united highbuddyyy totally sucks cousin worked phl said united,0
527,united wanted let know wonderful rosetta gate agent working flight dan ase let know wasappreciated,2
528,united yes paper voucher got january th,1
529,united beginning feb called united said would send another voucher mail never got anything tiredofwaiting,0
530,united internet great thing emailing executives company maybe respond timely manner,0
531,united need use chase united club pass yr old son come pass,1
532,united suppose number,1
533,united thats weak see ya hey virginamerica,0
534,united flew back w company since united didnt earlier flight,0
535,united lost voucher given miami aeroport jan use,1
536,united trying book awards september need flights aegeanairlines show even w many award seats availab,0
537,united sure drive total hours get bag like explain debacle one wants talk,0
538,united cheertymedad gee like almost caring ppl think int trusted adult w daughter,1
539,united see told repeatedly pilot late flight kept getting late flightr boarded defibrillator issue,0
540,united preferred security line anymore tsa pre check pull silverairways partner flight platinum spoiled,0
541,united newarkliberty airport need indicate different gate terminals amp c flyingainteasy,0
542,united yes please newly married trying update last name preexisting international flight seems easy,0
543,united united refuse reissue lost voucher plane take due mechanics badcustomerservice,0
544,united also run instructed shattered computer http co oaflfr wxb,0
545,united yes agents last minutes one agents rude thankfully ladan nice,0
546,united right overnight miami,1
547,united clients hr layover iah day claim amp recheck luggage taken care,1
548,united trying find loaner seat new used used car seat illegal according safety regulations,1
549,united dmed details,1
550,united iah charlotte baggage claim rep latrice h customerservice non existent ignored customer inappropriately touched customer,0
551,united kewl also let know overhead bin row inop love good abbreve,1
552,united thanks help got need issue austrian guess sit awhile longer,2
553,united uctraveladvisor would loved respond website saw really long form business new seats bad,0
554,united refund flight vouchers another flight different airline expense today hour drive inconvenient,0
555,united received call back days infant car seat supposed go anywhere child,0
556,united thanks concern contact customer care upon return australia,1
557,united well sitting ground time waiting gate tiredofthis,0
558,united airport snow removal method keep good work folks cessna become http co v tmusjvu,2
559,united need guys book planes concern travel someone else moving forward,0
560,united measly e certificate appreciate loyal customers wait hrs tarmac ua unacceptable,0
561,united email address username sign available,0
562,united thank able claim interim expenses cost stuff,2
563,united rude rude,0
564,united get boarding pass austrian airlines codeshare flight rebook incls hour layover amp stuck outside sec,0
565,united received flights united truly breaks guitars unitedbreaksguitars wantmymoneyback,0
566,united flew telaviv paid third suitcase even make plane besides impolite service,0
567,united bag still colo springs disabled search unfamiliar airport look bag good outcome,0
568,united shame flex tickets transfer rules even calling neurosurgery icu enough,0
569,united denver said handle baggage made colo springs gave number call help either,0
570,united guys need serious training customer service many better options put way guys handle ur mistakes,0
571,united ord dca,1
572,united found problem avoided like plague told find supervisor,0
573,united zcc u cancelled flight flight h advance need connect flight reschedule link helping help gf waited months see,0
574,united flying,0
575,united addition first flight delayed hour arriving destination hrs late flight,0
576,united cancelled flighted flight rebook us added flight drive denver kc thanks,1
577,united announcement pre boarding addresses mobility disability requires travel lot stuff preboard,1
578,united flew united last month experience awesome,2
579,united travel booked thru united group dept okc ticket agent less willing help connection lax,0
580,united v upset disability services told one employees carrying medical equipment rude,0
581,united thnx quick reply think assist intl grp put considerable inconvenience today,0
582,united wont transfer flight ticket accompany yr old active military mom emergency brain surgery wow,0
583,united getmeontop weeks late flightr still received miles mileageplus gift card starbucks card handed,0
